id,set_id,brand_name,generic_name,manufacturer_name,product_ndc,route,substance_name,active_ingredient,purpose,indications_and_usage,warnings,dosage_and_administration,inactive_ingredient,effective_time,version,brand_name
44163d52-40ba-48d5-8a48-6f108106735e,9fe16fc5-77e3-47f5-a943-85bc6565c0d4,signature care Hydrocortisone,HYDROCORTISONE,Safeway,21130-166,TOPICAL,HYDROCORTISONE,Active ingredient Hydrocortisone 1%,Purpose Anti-itch,"Uses • temporarily relieves itching associated with minor skin irritations, rashes, and inflammation due to eczema • other uses of this product should be only under the advice and supervision of a doctor",Warnings For external use only,Directions • adults and children 2 years of age and older: apply to affected area not more than 3 to 4 times daily • children under 2 years of age: ask a doctor,"Inactive ingredients aloe barbadensis leaf juice, avena sativa (oat) kernel extract, bisabolol, boswellia serrata gum, butyrospermum parkii (shea butter) extract, cetyl alcohol, dextrin, dimethicone, dipropylene glycol, edetate disodium, glycerin, glyceryl stearate, hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer, isohexadecane, magnesium ascorbyl phosphate, maltodextrin, methyl gluceth-20, methylparaben, petrolatum, phenoxyethanol, polysorbate 60, propylparaben, purified water, retinyl palmitate, sodium citrate, tocopheryl acetate, zingiber officinale (ginger) root extract",20250206,2,signature care Hydrocortisone
c3ed7803-9104-44e1-a2e8-0283fc888364,033034af-c86c-4dbf-90eb-009c117024c6,Avant,BENZOCAINE,"Dharma Research, Inc.",53045-141,DENTAL,BENZOCAINE,"Active Ingredient Benzocaine, 20%",Purpose Oral anesthetic,Uses For the temporary relief of pain associated with canker sores and minor dental procedures.,"Warnings Methemoglobinemia warning Use of this product may cause methemoglobinemia, a serious condition that must be treated promptly because it reduces the amount of oxygen carried in the blood. This can occur even if you have used this product before. Stop use and seek medical attention if you or a child in your care develops: • pale, gray, or blue colored skin (cyanosis) • headache • rapid heart rate • shortness of breath • dizziness or lightheadedness • fatigue or lack of energy Alergy alert Do not use this product if you have a history of allergy to local anesthetics such as procaine, butacaine, benzocaine, or other ""-caine"" anesthetics. Do not use this product for more than 7 days unless directed by a dentist or doctor. If sore mouth symptoms do not improve in 7 days; if irritation, pain, or redness persists or worsens; or if swelling, rash, or fever develops, see your dentist or doctor promptly. Do not exceed recommended dosage.",Directions Adults and children 2 years of age and older: Apply to the affected area. Use up to 4 times daily or as directed by a dentist or doctor. Children under 12 years of age should be supervised in the use of this product Children under 2 years of age: Consult a dentist or doctor.,"Inactive Ingredients FD&C Red No. 40, Flavor, Polyethylene glycol 3350, Polyethylene glycol 400, Saccharine sodium, Tocopheryl acetate, Xylitol",20231011,2,Avant
a567dea7-7d0e-4326-9167-e1e9c4cb8731,4762c96e-d562-4f74-a275-8cba597987f9,non drowsy allergy relief,LORATADINE,Meijer Distribution Inc,41250-890,ORAL,LORATADINE,Active ingredient (in each tablet) Loratadine 10 mg,Purpose Antihistamine,"Uses temporarily relieves these symptoms due to hay fever or other upper respiratory allergies: • runny nose • itchy, watery eyes • sneezing • itching of the nose or throat","Warnings Do not use if you have ever had an allergic reaction to this product or any of its ingredients. Ask a doctor before use if you have liver or kidney disease. Your doctor should determine if you need a different dose. When using this product do not take more than directed. Taking more than directed may cause drowsiness. Stop use and ask a doctor if an allergic reaction to this product occurs. Seek medical help right away. If pregnant or breast-feeding, ask a health professional before use.","Directions • place 1 tablet on tongue; tablet disintegrates, with or without water adults and children 6 years and over 1 tablet daily; not more than 1 tablet in 24 hours children under 6 years of age ask a doctor consumers with liver or kidney disease ask a doctor","Inactive ingredients croscarmellose sodium, crospovidone, hypromellose, magnesium stearate, mannitol, microcrystalline cellulose, natural and artificial mint flavor, sucralose",20250508,3,non drowsy allergy relief
2642683f-1116-5d4b-e063-6294a90af237,b7d56015-4734-4ce4-b40d-64236df810e3,e.l.f Sun Boss Gloss SPF 25 Sunscreen Thats my Jam,ZINC OXIDE,"e.l.f. Cosmetics, Inc.",76354-128,TOPICAL,ZINC OXIDE,Active Ingredients Zinc Oxide 10.0% Purpose Sunscreen,Purpose Sunscreen,Uses Helps prevent sunburn If used as directed with other sun protection measures (see Directions) decreases the risk of skin cancer and early skin aging caused by the sun.,"Warnings For external use ony. Do not use on damaged or broken skin. When usingt this product: keep out of eyes. Rinse with water to remove. Stop use and ask a doctor if: rash occurs. Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away.","Directions Apply liberally 15 minutes before sun exposure. Reapply at least every 2 hours. Use water resistant sunscreen if swimming or sweating. Sun Protection Measures: Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease this risk, regularly use a sunscreen with a Broad Spectrum SPF value of 15 or higher and other sun protection measures including: limit time in sun, especially from 10 a.m.-2 p.m. wear long-sleeved shirts, pants, hats and sunglasses. Children under 6 months of age: ask a doctor.","Inactive Ingredients Polyisobutene, Pentaerythrityl Tetraethylhexanoate, Hydrogenated Polyisobutene, C12-15 Alkyl Benzoate, Octyldodecanol, Microcrystalline Wax (Cera Microcristallina), Butyloctyl Salicylate, Tridecyl Trimellitate, Silica Dimethyl Silylate, Oryzanol, Camellia Oleifera Seed Oil, Triethoxycaprylylsilane, Fragrance (Parfum), Ethylhexylglycerin, Polyhydroxystearic Acid, Caprylic/Capric Triglyceride, VP/Hexadecene Copolymer, Tocopheryl Acetate, Ricinus Communis (Castor) Seed Oil, Isostearic Acid, Sodium Hyaluronate, Polyglyceryl-3 Polyricinoleate, Lecithin, Hydrogenated Castor Oil, Tocopherol (+/-): Iron Oxide (CI 77491), Iron Oxide (CI 77499), Red 7 Lake (CI 15850), Iron Oxide (CI 77492), Blue 1 Lake (CI 42090), Titanium Dioxide (CI 77891)",20241106,2,e.l.f Sun Boss Gloss SPF 25 Sunscreen Thats my Jam
1cf5b24a-e6fe-470a-e063-6294a90ab29c,1cf5b24a-e6fd-470a-e063-6294a90ab29c,FRE Glow ME Lightweight Tinted Moisturizer,ZINC OXIDE,Peer Pharm Ltd,69435-1407,TOPICAL,ZINC OXIDE,Drug Facts Active Ingredient: Zinc Oxide 24.0%,Purpose SUNSCREEN,"Uses •Helps prevent sunburn. • If used as directed with other sun protection measures (see Directions), decreases the risk of skin cancer and early skin aging caused by the sun","Warnings • For external use only . • Do not use on damaged or broken skin. • When using this product , keep out of eyes. Rinse with water to remove. • Stop use and ask a doctor if rash occurs. • If swallowed, get medical help or contact a Poison Control Center right away.","Directions • Shake well before use. • Apply liberally 15 minutes before sun exposure. • Reapply: • After 40 minutes of swimming or sweating. • Immediately after towel drying. • At least every 2 hours. • Sun protection measures: Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease this risk, regularly use a sunscreen with a broad-spectrum SPF value of 15 or higher and other sun protection measures. • Limit time in the sun, especially from 10 a.m. - 2 p.m. • Wear long-sleeved shirts, pants, hats, and sunglasses. • For children under 6 months of age: Ask a doctor.","Inactive Ingredients Water, Coco-Caprylate, Glyceryl Oleate Citrate, Stearyl/Octyldodecyl Citrate Crosspolymer, Tocopherol, Argania Spinosa Kernel Oil, Polyhydroxystearic Acid, Panthenol, Triethoxycaprylylsilane, Lauryl Glucoside, Polyglyceryl-6 Laurate, Propanediol, Xanthan Gum, Myristyl Glucoside, Caprylic/Capric Triglyceride, Isomalt, Glycerin, Caprylyl Glycol, Lauroyl Lysine, Sodium Phytate, Argania Spinosa Leaf Extract, Caprylhydroxamic Acid, Cymbopogon Flexuosus Oil, Lavandula Angustifolia (Lavender) Oil, Carnosine, Argania Spinosa Callus Culture Extract, Lecithin, Iron Oxides (CI 77492), Iron Oxides (CI 77491), Iron Oxides (CI 77499).",20240714,1,FRE Glow ME Lightweight Tinted Moisturizer
3b4eca91-9660-66c6-e063-6394a90a78ca,3b4eca91-965f-66c6-e063-6394a90a78ca,Kids Tallow Sunscreen SPF50,NON-NANO ZINC OXIDE 25%,FOUNDATION COMMERCE INC,85739-005,TOPICAL,ZINC OXIDE,Non-Nano Zinc Oxide 25%,Sunscreen,"helps prevent sunburn. if used as directed with other sun protection measures (see directions), decrease the risk of skin cancer and early skin aging caused b the sun.","For external use only Do not use on damaged or broken skin. When using this product keep out of eyes. Rinse with water to remove. Stop use and ask a doctor if rash occurs. Keep out of reach of children. If product is swallowed, get medical help or contact a Poison Control Center right away.","apply liberally 15 minutes before sun exposure reapply: - after 80 minutes of swimming or sweating - immediately after towel drying at least every 2 hours Sun Protection Measures. Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease this risk, regularly use a sunscreen with a Broad Spectrum SPF value of 15 or higher and other sun protection measures including: limit time in the sun, especially from 10 a.m. - 2 p.m. - wear long-sleeved shirts, pants, hats and sunglasses - children under 6 months of age: Ask a doctor","Water, Beef Tallow, Beeswax, Butyrospermum Parkii (Shea) Butter, Tocopherol, Simmondsia Chinensis (Jojoba) seed oil, Olea Europaea (Olive) Fruit Oil, Lecithin, Radish Root Ferment Filtrate, Saururus Chinensis Leaf/root Extract, Taraxacum Officinale (Dandelion) Leaf Extract",20250801,1,Kids Tallow Sunscreen SPF50
70bfe4f8-4dba-4b46-abbd-7ff48928c9d5,c9472b82-d345-4531-bf07-bd55c94876ab,leader esomeprazole magnesium,ESOMEPRAZOLE,"Cardinal Health 110, LLC. dba Leader",70000-0727,ORAL,ESOMEPRAZOLE,Active ingredient (in each capsule) Esomeprazole 20 mg (Each delayed-release capsule corresponds to 22 mg esomeprazole magnesium dihydrate),Purpose Acid reducer,Uses • treats frequent heartburn (occurs 2 or more days a week) • not intended for immediate relief of heartburn; this drug may take 1 to 4 days for full effect,"Warnings Allergy alert: • Do not use if you are allergic to esomeprazole. • Esomeprazole may cause severe skin reactions. Symptoms may include: • skin reddening • blisters • rash If an allergic reaction occurs, stop use and seek medical help right away. Do not use if you have: • trouble or pain swallowing food, vomiting with blood, or bloody or black stools • heartburn with lightheadedness, sweating or dizziness • chest pain or shoulder pain with shortness of breath; sweating; pain spreading to arms, neck or shoulders; or lightheadedness • frequent chest pain These may be signs of a serious condition. See your doctor. Ask a doctor before use if you have • had heartburn over 3 months. This may be a sign of a more serious condition. • frequent wheezing, particularly with heartburn • unexplained weight loss • nausea or vomiting • stomach pain Ask a doctor or pharmacist before use if you are • taking a prescription drug. Acid reducers may interact with certain prescription drugs. Stop use and ask a doctor if • your heartburn continues or worsens • you need to take this product for more than 14 days • you need to take more than 1 course of treatment every 4 months • you get diarrhea • you develop a rash or joint pain If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222).","Directions • adults 18 years of age and older • this product is to be used once a day (every 24 hours), every day for 14 days • may take 1 to 4 days for full effect 14-Day Course of Treatment • swallow 1 capsule with a glass of water before eating in the morning • take every day for 14 days • do not take more than 1 capsule a day • swallow whole. Do not crush or chew capsules. • do not use for more than 14 days unless directed by your doctor Repeated 14-Day Courses (if needed) • you may repeat a 14-day course every 4 months • do not take for more than 14 days or more often than every 4 months unless directed by a doctor • children under 18 years of age: ask a doctor before use. Heartburn in children may sometimes be caused by a serious condition.","Inactive ingredients FD&C blue no. 1, FD&C red no. 3, ferric oxide, gelatin, glyceryl monostearate, hypromellose, magnesium stearate, meglumine, methacrylic acid and ethyl acrylate copolymer dispersion, polyethylene glycol, polysorbate 80, shellac, sodium lauryl sulfate, sugar spheres, talc, titanium dioxide, triethyl citrate",20250423,3,leader esomeprazole magnesium
32b1b1ae-2200-479a-bc9e-a203595ef6d3,575b8645-9166-4242-a74f-f4aa4acaaf3d,NATUREPLEX TOLNAFTATE ANTIFUNGAL,TOLNAFTATE,"Natureplex, LLC",67234-032,TOPICAL,TOLNAFTATE,Active ingredient Tolnaftate 1%,Purpose Antifungal,"Uses cures most athlete's foot, jock itch, and ringworm relieves itching, burning, cracking, scaling, and discomfort that accompany these conditions","Warnings For external use only. Do not use on children under 2 years of age unless directed by a doctor When using this product avoid contact with eyes Stop use and ask a doctor if irritation occurs there is no improvement within 4 weeks (for athlete's foot and ringworm) or 2 weeks (for jock itch) Keep out of reach of children. If swallowed, get medical help or, contact a Poison Control Center right away: 800-222-1222.","Directions wash affected area and dry thoroughly apply a thin layer over affected area twice daily (morning and night) supervise children in use of this product for athlete's foot, pay special attention to spaces between the toes, wear well-fitting, ventilated shoes, and change shoes and socks at least once daily for athlete's foot and ringworm, use daily for 4 weeks; for jock itch, use daily for 2 weeks if condition persists longer, ask a doctor this product is not effective on scalp or nails","Inactive ingredients ceteth-20, cetyl alcohol, chlorocresol, mineral oil, propylene glycol, purified water, sodium phosphate monobasic, stearyl alcohol, petrolatum",20250115,3,NATUREPLEX TOLNAFTATE ANTIFUNGAL
2a9492c3-c34e-420d-e063-6394a90a1cf0,a527f83a-4ae9-47b1-94e0-7ab3148b025f,Loratadine,LORATADINE,"Strategic Sourcing Services, LLC",70677-1240,ORAL,LORATADINE,Active ingredient (in each tablet) Loratadine 10 mg,Purpose Antihistamine,"Uses temporarily relieves these symptoms due to hay fever or other upper respiratory allergies: • runny nose • itchy, water eyes • sneezing • itching of the nose or throat",Warnings Do not use if you have ever had an allergic reaction to this product or any of its ingredients,Directions adults and children 6 years and over 1 tablet daily; not more than 1 tablet in 24 hours children under 6 years of age ask a doctor consumers with liver or kidney disease ask a doctor,"Inactive ingredients lactose monohydrate, magnesium stearate, Pregelatinized starch, sodium starch glycolate",20241231,3,Loratadine
24ffd617-a9f8-f406-e063-6394a90a6b5c,0d6553bd-3e18-4624-a83a-899bcafb3272,Acetaminophen,ACETAMINOPHEN,American Health Packaging,60687-751,ORAL,ACETAMINOPHEN,Active ingredient (in each 10.15 mL cup) Acetaminophen 325 mg,Purpose Pain reliever/fever reducer,Uses temporarily relieves minor aches and pains due to: headache muscular aches backache minor pain of arthritis the common cold toothache premenstrual and menstrual cramps temporarily reduces fever,"Warnings Liver warning: This product contains acetaminophen. Severe liver damage may occur if you take: adult takes more than 10 unit dose cups in 24 hours, which is the maximum daily amount child takes more than 5 unit dose cups in 24 hours, which is the maximum daily amount with other drugs containing acetaminophen adult has 3 or more alcoholic drinks every day while using this product Allergy alert: Acetaminophen may cause severe skin reactions. Symptoms may include: skin reddening blisters rash If a skin reaction occurs, stop use and seek medical help right away. Sore throat warning: If sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult a doctor promptly. Do not use with any other drug containing acetaminophen (prescription or nonprescription). if you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist. for more than 10 days for pain unless directed by a doctor for more than 3 days for fever unless directed by a doctor if you are allergic to acetaminophen or any of the inactive ingredients of this product Ask a doctor before use if you have liver disease Ask a doctor or pharmacist before use if the user is taking the blood thinning drug warfarin. Stop use and ask a doctor if symptoms do not improve new symptoms occur pain or fever persists or gets worse If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. Overdose warning: Taking more than the recommended dose (overdose) may cause liver damage. In case of overdose, get medical help or contact a Poison Control Center right away. (1-800-222-1222). Quick medical attention is critical for adults as well as children even if you do not notice any signs or symptoms.",Directions do not take more than directed (see overdose warning ) age dose adults and children 12 years of age and over 20.3 mL (650 mg) every 4 to 6 hours not to exceed 6 doses in a 24-hour period children 6 to under 12 years of age 10.15 mL (325 mg) every 4 hours not to exceed 5 doses in a 24-hour period children under 6 years of age consult a doctor,"Inactive ingredients: Citric acid, FD&C Red No. 40, flavoring, glycerin, polyethylene glycol, propylene glycol, purified water, sodium benzoate, sodium citrate, sorbitol and sucrose.",20241021,2,Acetaminophen
0b58f538-16b5-6216-e063-6294a90ab387,86c33a9e-9132-4377-8688-41e5844de62c,Younique Bare You BB Tinted Moisturizer Sunscreen Broad Spectrum SPF-30 DEEP,ZINC OXIDE,"Younique, LLC",71182-0009,TOPICAL,ZINC OXIDE,Active Ingredient Zinc Oxide 9.40% Purpose Sunscreen,Purpose Sunscreen,Uses Helps prevent sunburn If used as directed with other sun protection measures (see ) decreases the risk of skin cancer and early skin aging caused by sun exposure. Directions,"Warnings For external use only. Do not ues on damaged or broken skin. When using this product keep out of eyes. Rinse with water to remove. Stop use and ask a doctor if rash occurs. Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center immediately.","Directions Tap firmly against palm before using to mix and ensure smooth application Apply liberally 15 minutes before sun exposure Children under 6 months of age: ask doctor : Immediately after-towel drying; at least every 2 hours Reapply Use a water resistant sunscreen if swimming or sweating. Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease this risk, regulalry use a sunscreen with a broad-spectrum SPF value of 15 or higher and other sun protection measures including: Sun Protection Measures: Limit time in the sun, especially from 10 a.m.- 2 p.m. Wear long-sleeved shirts, pants, hats, and sunglasses.","Ingredients Water/Aqua, Isododecane, Phenyl Trimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Octyldodecyl Neopentanoate, Polymethylsilsesquioxane, Trimethylsiloxysilicate, Butylene Glycol, Polyglyceryl-4 Isostearate, VP/Eicosene Copolymer, Hexyl Laurate, Trihydroxystearin, Magnesium Sulfate, Phenoxyethanol, Sorbitan Isostearate, Triethoxycaprylylsilane, Isopentyldiol, Ethyl Ferulate, Ethylhexylglycerin, Tocopheryl Acetate, Trisodium Ethylenediamine Disuccinate, Stearic Acid, Trifolium Pratense (Clover) Flower Extract, Zinc PCA, 3-O-Ethyl Ascorbic Acid, Mica, Sodium Lauroyl Lactylate, Sodium Hyaluronate, Ceramide NP, Ceramide AP, Phytosphingosine, Cholesterol, Xanthan Gum, Carbomer, Ceramide EOP May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77492, CI 77491, CI 77499)",20231130,2,Younique Bare You BB Tinted Moisturizer Sunscreen Broad Spectrum SPF-30 DEEP
34a66140-0d37-005a-e063-6394a90a2a0b,34a66140-0d36-005a-e063-6394a90a2a0b,Tinted Sunscreen,ZINC OXIDE,Scottsdale Skin Boutique and Dermatology Pllc,85331-208,TOPICAL,ZINC OXIDE,NULL,NULL,NULL,NULL,NULL,NULL,20250508,1,Tinted Sunscreen
2adcb3b3-83ed-9bd3-e063-6394a90a8415,8c43cdff-eeca-45c5-b959-cff9c79b4aca,Equate One-Step Medicated Corn Removers,SALICYLIC ACID,Walmart Inc.,79903-224,TOPICAL,SALICYLIC ACID,Active ingredient Salicylic acid 40% Purpose Corn Remover,Purpose Corn Remover,Use for the removal of corns. relieves pain by removing corns,"Warnings For external use only. Ask a doctor before use if you have diabetes poor blood circulation Stop use and ask a doctor if discomfort persists Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away.",Directions wash affected area: may soak corn in warm water for 5 minutes dry area thoroughly remove bandage strips by peeling backing off adhere medicated patch directly over corn repeat this procedure every 48 hours as needed (until corn is removed) for up to 14 days,"Inactive ingredients lanolin, paraffin, petrolatum",20250104,4,Equate One-Step Medicated Corn Removers
36d35f6a-2d47-4133-e063-6294a90a0d85,57f06989-3ffa-4cd3-bde5-9d3cc639ac4d,Oil Free Acne Wash,SALICYLIC ACID 2%,Military Exchanges,55301-947,TOPICAL,SALICYLIC ACID,Active ingredient Salicylic acid 2%,Purpose Acne medication,Use for the treatment of acne,Warnings For external use only,"Directions use up to twice daily. Wet face, apply to hands, add water and work into lather. Massage face gently. Rinse well. avoid contact with eyes. If contact occurs, flush thoroughly with water.","Inactive ingredients water, sodium C14-16 olefin sulfonate, cocamidopropyl betaine, glycerin, sodium chloride, decyl glucoside, disodium EDTA, fragrance, linoleamidopropyl PG-dimonium chloride phosphate, propylene glycol, Aloe barbadensis leaf extract, Anthemis nobilis flower extract, Chamomilla recutita (matricaria) flower extract, yellow 5, red 40",20250605,13,Oil Free Acne Wash
f31621a7-676e-49e1-89b6-ad37e12e252d,d0ebf2a7-551b-4acd-be60-2d0b936dd703,Ibuprofen,IBUPROFEN,Discount Drug Mart,53943-292,ORAL,IBUPROFEN,"Active ingredient (in each brown caplet) Ibuprofen USP, 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug",Purpose Pain reliever/fever reducer,Uses temporarily relieves minor aches and pains due to: backache muscular aches toothache menstrual cramps headache the common cold minor pain of arthritis temporarily reduces fever,"Warnings Allergy alert: Ibuprofen may cause a severe allergic reaction, especially in people allergic to aspirin. Symptoms may include: shock facial swelling blisters rash hives skin reddening asthma (wheezing) If an allergic reaction occurs, stop use and seek medical help right away. Stomach bleeding warning: This product contains an NSAID, which may cause severe stomach bleeding. The chance is higher if you take more or for a longer time than directed take a blood thinning (anticoagulant) or steroid drug take other drugs containing prescription or nonprescription NSAIDs [aspirin, ibuprofen, naproxen, or others] are age 60 or older have had stomach ulcers or bleeding problems have 3 or more alcoholic drinks every day while using this product Heart attack and stroke warning: NSAIDs, except aspirin, increase the risk of heart attack, heart failure, and stroke. These can be fatal. The risk is higher if you use more than directed or for longer than directed. Do not use if you have ever had an allergic reaction to any other pain reliever/fever reducer right before or after heart surgery Ask a doctor before use if stomach bleeding warning applies to you you have a history of stomach problems, such as heartburn you are taking a diuretic you have high blood pressure, heart disease, liver cirrhosis, kidney disease, asthma, or had a stroke you have problems or serious side effects from taking pain relievers or fever reducers Ask a doctor or pharmacist before use if you are under a doctor's care for any serious condition taking aspirin for heart attack or stroke, because ibuprofen may decrease this benefit of aspirin taking any other drug When using this product take with food or milk if stomach upset occurs Stop use and ask a doctor if you experience any of the following signs of stomach bleeding: feel faint vomit blood have bloody or black stools have stomach pain that does not get better you have symptoms of heart problems or stroke: chest pain trouble breathing leg swelling slurred speech weakness in one part or side of body pain gets worse or lasts more than 10 days fever gets worse or lasts more than 3 days redness or swelling is present in the painful area any new symptoms appear If pregnant or breast-feeding, ask a health professional before use. It is especially important not to use ibuprofen at 20 weeks or later in pregnancy unless definitely directed to do so by a doctor because it may cause problems in the unborn child or complications during delivery. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.","Directions do not take more than directed the smallest effective dose should be used adults and children 12 years and over: take 1 caplet every 4 to 6 hours while symptoms persist if pain or fever does not respond to 1 caplet, 2 caplets may be used do not exceed 6 caplets in 24 hours, unless directed by a doctor children under 12 years: ask a doctor","Inactive ingredients carnauba wax, colloidal silicon dioxide, corn starch, hypromellose, lactose anhydrous, magnesium stearate, microcrystalline cellulose, polydextrose, polyethylene glycol, red iron oxide, sodium starch glycolate, stearic acid, titanium dioxide",20250317,9,Ibuprofen
c5d21de6-97ca-4d29-8547-21e1b892fd40,0235e083-5f3d-4bae-b14a-b12db623180c,Soothe childrens,CALCIUM CARBONATE,Walgreen Company,0363-5960,ORAL,CALCIUM CARBONATE,Active ingredient (in each chewable tablet) Calcium carbonate 400 mg,Purpose Antacid,Uses relieves: heartburn acid indigestion sour stomach upset stomach associated with these symptoms,Warnings Ask a doctor or pharmacist before use if the child is presently taking a prescription drug. Antacids may interact with certain prescription drugs. Stop use and ask a doctor if symptoms last more than two weeks. Keep this and all drugs out of the reach of children.,"Directions find the right dose on chart below based on weight (preferred); otherwise use age chew or crush tablets completely before swallowing; do not swallow tablets whole repeat dose as needed do not take more than 3 chewable tablets (ages 2-5) or 6 chewable tablets (ages 6-11) in a 24-hour period, or use the maximum dosage of this product for more than two weeks, except under the advice and supervision of a doctor Dosing Chart Weight (lb) Age (yr) Dose (chewable tablets) under 24 under 2 ask a doctor 24-47 2-5 1 tablet 48-95 6-11 2 tablets","Inactive ingredients acacia, corn starch, D&C red #27 aluminum lake, D&C red #30 aluminum lake, FD&C red #40 aluminum lake, flavor, magnesium stearate, maltodextrin, silicon dioxide, sodium lauryl sulfate, sucrose, talc",20250308,15,Soothe childrens
29b7f51d-b1e7-193c-e063-6294a90a4973,6301ab99-1757-144a-e053-2a91aa0adb77,Family Care Antifungal,TOLNAFTATE,United Exchange Corp.,65923-021,TOPICAL,TOLNAFTATE,Active ingredient Purpose Tolnaftate 1%..................................................................Antifungal,"Uses proven clinically effective in the treatment of most athlete's foot (tinea pedis) and ringworm (tinea corporis) helps prevent most athlete's foot with daily use for effective relief of itching, burning and cracking","Directions wash affected area and dry thoroughly apply a thin layer over affected area twice daily (morning and night) supervise children in the use of this product for athlete's foot: pay special attention to spaces between the toes; well-fitting, ventilated shoes and change shoes and socks at least once daily use daily for 4 weeks; if condition persists longer, ask a doctor to prevent athlete's foot, apply once or twice daily (morning and/or night) this product is not effective on the scalp or nails",Warnings For external use only,"Distributed by: United Exchange Corp. 5836 Corporate Ave. Cypress, CA 90630 USA 1-800-814-8028 Made in China","Inactive ingredients cetostearly alcohol, ethylparaben, glycerin, light mineral oil, propylene glycol, purified water, sodium sulfite, stearth-20, stearic acid",20241220,6,Family Care Antifungal
14bb7ca3-8417-1a66-e063-6294a90a86dc,4eb501c8-888a-4c85-b8a7-f383e841c89f,Attitude Kids mineral sunscreen unscented SPF 30,ZINC OXIDE,Attitude DBA 9055-7588 Qubec Inc.,61649-038,TOPICAL,ZINC OXIDE,AActive or medicinal ingredient Zinc oxide (20%),Purpose Sunscreen,Uses Helps prevent sunburn.,"Warnings For external use only. Do not use on damaged or broken skin. If rash occurs, stop use and ask a doctor. When using this product keep out of eyes. Rinse with water to remove. Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away. Ask a doctor for use on children under 6 months of age.","Directions Adults and children older than 6 months. Apply generously 15 minutes prior to sun exposure. Reapply every 2 hours or after swimming, towel drying, perspiring heavily, or washing.","Inactive or non-medicinal ingredients cocos nucifera (coconut) oil, butyrospermum parkii (shea) butter, polyhydroxystearic acid, helianthus annuus (sunflower) seed oil, caprylic/capric triglyceride, helianthus annuus (sunflower) seed wax, behenyl behenate, ricinus communis (castor) seed oil, capryloyl glycerin / sebacic acid copolymer, coco-caprylate/caprate, euphorbia cerifera (candelilla) wax.",20240328,3,Attitude Kids mineral sunscreen unscented SPF 30
3ab0298d-b2d1-591e-e063-6394a90a3177,3ab0298d-b2d0-591e-e063-6394a90a3177,Non-Tinted Daily Mineral Shield,ZINC OXIDE,SIGNATURE MED SPA MT LLC,85896-226,TOPICAL,ZINC OXIDE,ACTIVE INGREDIENT(S) Zinc Oxide 16%,PURPOSE SUNSCREEN,"USES Helps Prevent Sunburn. If used as directed with other sun protection measures (see “Directions”), decreases the risk of skin cancer and early skin aging caused by the sun.","WARNINGS For external use only. Do not use on broken or damaged skin. Stop use and ask a doctor if rash occurs. When using this product, keep out of eyes. Rinse with water to remove. Keep out of reach of children. If swallowed, get medical help or contact a poison control center right away","DIRECTIONS Apply liberally 15 minutes before sun exposure. Use a water-resistant product if swimming or sweating. Reapply at least every 2 hours. Children under 6 months: Ask a doctor. Sun Protection Measures: Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease this risk, regularly use a sunscreen with a Broad-Spectrum SPF value of 15 or higher and other sun protection measures including: Limit time in the sun, especially from 10 a.m. - 2 p.m. Wear long-sleeved shirts, pants, hats and sunglasses.","INACTIVE INGREDIENTS Capric/Caprylic Triglyceride, Ceramide 3, Cyclohexasiloxane, Cyclopentasiloxane, Dimethicone, Dimethicone Crosspolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethiconol, Hydrogen Dimethicone, PEG-10 Dimethicone, Polyhydroxystearic Acid, Tetrahexyldecyl Ascorbate, Tocopheryl Acetate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer",20250724,1,Non-Tinted Daily Mineral Shield
366149e2-b03d-e798-e063-6394a90a6a1d,366149e2-b03c-e798-e063-6394a90a6a1d,Hydrating Antioxidant Sunscreen tinted,ZINC OXIDE,KRISTI REDD ESTHETICS,85641-208,TOPICAL,ZINC OXIDE,NULL,NULL,NULL,NULL,NULL,NULL,20250530,1,Hydrating Antioxidant Sunscreen tinted
